product_name,product_name_da,brands,categories_tags,main_category,main_category_en,labels_tags,languages_tags,countries_tags,lc,ecoscore_grade,environmental_score_grade,ecoscore_score
Spidskålssalat,<NA>,Næmt,,,,,<na>,en:denmark,<na>,,unknown,
Hverdagssalat,<NA>,Nemt,,,,,<na>,en:denmark,<na>,,unknown,
Krøllet Salat,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Krøllet Salat,<NA>,Netto,,,,,<na>,en:denmark,<na>,,unknown,
Mega Bowl  mozzarella og tomat,<NA>,Fresh Quality,,,,,<na>,en:denmark,<na>,,unknown,
Salat Bowl,<NA>,Fresh Quality By Hessing,,,,,<na>,en:denmark,<na>,,unknown,
Salat Bowl,<NA>,Fresh Quality,,,,,<na>,en:denmark,<na>,,unknown,
Salat Bowl,<NA>,Bilka,,,,,<na>,en:denmark,<na>,,unknown,
Protein bowl,<NA>,Fresh quality,,,,,<na>,en:denmark,<na>,,unknown,
NU Megabowl Mozzarella og Tomat Salat,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Salling Nu,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Megabowl med kål og edamamebønner,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Wok Mix,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Salat Bowl æbler og mandler,<NA>,Fresh Quality,en:salad-box,en:salad-box,Salad-box,,<na>,en:denmark,<na>,,unknown,
Orientalsk Inspireret Wokmix,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Wok Mix,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
Salat protein,<NA>,Netto,,,,,<na>,en:denmark,<na>,,unknown,
Bulgarsalat,<NA>,Nemt,,,,,<na>,en:denmark,<na>,,unknown,
Quinoasalat,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Blomkålssalat,<NA>,Næmt,,,,,<na>,en:denmark,<na>,,unknown,
Quinoasalat,<NA>,Nemt,,,,,<na>,en:denmark,<na>,,unknown,
Ørbæk Tripel,<NA>,Ørbæk Bryggeri,,,,,<na>,en:denmark,<na>,,unknown,
Rørsukker Mørk,<NA>,Rømer,,,,,<na>,en:denmark,<na>,,unknown,
"raisins, dark",<NA>,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:raisins",en:raisins,Raisins,,<na>,en:denmark,<na>,,b,
Organic snack bar peanuts & cacao nibs,<NA>,Mät,en:snacks,en:snacks,Snacks,"en:no-gluten,en:organic,en:eu-organic,en:source-of-proteins,en:danish-state-controlled-organic,en:high-proteins",<na>,en:denmark,<na>,,unknown,
Plant Based Sausages,<NA>,Romer,"en:meats-and-their-products,en:prepared-meats,en:sausages",en:sausages,Sausages,,<na>,en:denmark,<na>,,unknown,
Tuna Free In Oil,<NA>,"Romer Plant Based, Rømer","en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:plant-based-spreads,en:salted-spreads,en:bean-spreads",en:bean-spreads,Bean spreads,,<na>,en:denmark,<na>,,unknown,
Makrel Fri I Tomat,<NA>,Rømer,,,,,<na>,en:denmark,<na>,,unknown,
Gederulle,<NA>,Tebstrup,,,,,<na>,en:denmark,<na>,,unknown,
"Tebstrup, Fennikel",<NA>,Fenna Mundo,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",en:cheeses,Cheeses,"en:organic,en:eu-organic,en:dk-øko-100,en:dk-oko-100",<na>,en:denmark,<na>,,b,
Sciroppo d’acero,<NA>,,"en:sweeteners,en:syrups,en:simple-syrups,en:maple-syrups",en:maple-syrups,Maple syrups,,<na>,"en:denmark,en:france",<na>,,b,
Sirup,<NA>,MicMac,"en:syrups,da:ahorn",da:ahorn,da:ahorn,,<na>,en:denmark,<na>,,unknown,
Kålmix,<NA>,Salming,,,,,<na>,en:denmark,<na>,,unknown,
Iste sort te smag af fersken hibiscus,<NA>,Fuzetea,,,,,<na>,en:denmark,<na>,,unknown,
Peach black tea,<NA>,Fuzetea,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:tea-based-beverages,en:iced-teas",en:iced-teas,Iced teas,en:rainforest-alliance,<na>,en:denmark,<na>,,a-plus,
Grimbergen Blanche,<NA>,Grimbergen,"en:beverages,en:alcoholic-beverages,en:beers",en:beers,Beers,,<na>,en:denmark,<na>,,c,
Pitabrød - durummel,<NA>,Vadehavs bageriet,,,,,<na>,en:denmark,<na>,,unknown,
Schweppes Lemon,<NA>,Schweppes,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages",en:sweetened-beverages,Sweetened beverages,,<na>,en:denmark,<na>,,not-applicable,
Indian Tonic,<NA>,Schweppes,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:sodas,en:tonic-water",en:tonic-water,Tonic water,,<na>,en:denmark,<na>,,not-applicable,
Fanta,<NA>,Fanta,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:sodas,en:fruit-sodas",en:fruit-sodas,Fruit sodas,,<na>,en:denmark,<na>,,not-applicable,
Roulade Med Marcipansmag,<NA>,Vedterlund Bageri,,,,,<na>,en:denmark,<na>,,unknown,
Tiger Roulade,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Sandkage,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Kakao Roulade,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
239 W 206 DAN CAKE Vegane Muffins Schokolade und S,<NA>,Dan Cake,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins",en:chocolate-muffins,Chocolate muffins,"en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:rainforest-alliance",<na>,"en:denmark,en:germany",<na>,,d,
Rolada kakaowa,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Mazarintærte,<NA>,Dan Cake,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pies,en:cakes,en:sweet-pies",en:sweet-pies,Sweet pies,,<na>,en:denmark,<na>,,unknown,
Klassisk Gulerodskage,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Klassisk banankage,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Klassisk  drømmekage,<NA>,DANCAKE,,,,,<na>,en:denmark,<na>,,unknown,
Brunkager,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Havregrynskugler,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Halloween minikager,<NA>,Dan cake,,,,,<na>,en:denmark,<na>,,unknown,
Halloween kääretorttu,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Træstammer,<NA>,Dancake,,,,en:rainforest-alliance,<na>,en:denmark,<na>,,unknown,
Chokolade Måne,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Halloween Træstammer,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Mini Cocoa Cakes,<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Fyldte Trøfler Romkaramel,<NA>,Dancake,,,,,<na>,en:denmark,<na>,,unknown,
Saltkarameltrøffel,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Trøffel kugler,<NA>,Dan cake,,,,,<na>,en:denmark,<na>,,unknown,
Filled Cake Bites,<NA>,DAN CAKE,,,,,<na>,en:denmark,<na>,,unknown,
Filled Cake Bites Apple,<NA>,Dancake,,,,,<na>,en:denmark,<na>,,unknown,
Filled Cake Bites (Dubai Style),<NA>,Dan Cake,,,,,<na>,en:denmark,<na>,,unknown,
Luxus Tarteletter,<NA>,Humlum,,,,,<na>,en:denmark,<na>,,unknown,
Fedtreduceret Tarteletter,<NA>,Humlum,,,,,<na>,en:denmark,<na>,,unknown,
Pizzadej,<NA>,Humlum,,,,,<na>,en:denmark,<na>,,unknown,
Fuldkorn Pizzadej,<NA>,Humlum,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough",en:pizza-dough,Pizza dough,,<na>,en:denmark,<na>,,b,
Tarta,<NA>,Rema,,,,,<na>,en:denmark,<na>,,unknown,
Grov tærtedej,<NA>,,da:tærtedej,da:tærtedej,da:tærtedej,,<na>,en:denmark,<na>,,unknown,
Pizzadej,<NA>,coop,,,,,<na>,en:denmark,<na>,,unknown,
Tærtedej,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
Butterdej,<NA>,Coop,,,,,<na>,en:denmark,<na>,,unknown,
Øko Æggehvider,<NA>,DanÆg,,,,,<na>,en:denmark,<na>,,unknown,
Økologiske Æggehvider,<NA>,Danæg,,,,,<na>,en:denmark,<na>,,unknown,
Æggehvider,<NA>,Danæg,,,,,<na>,en:denmark,<na>,,unknown,
Æggehvider,<NA>,Danæg,,,,,<na>,en:denmark,<na>,,unknown,
Æggehvidder,<NA>,Danæg,,,,,<na>,en:denmark,<na>,,unknown,
DANÆG Products Kogte pillede æg,<NA>,DANÆG Products A/S,"en:farming-products,en:eggs,en:chicken-eggs",en:chicken-eggs,Chicken eggs,,<na>,"en:denmark,en:sweden",<na>,,d,
Spegepølse,<NA>,Den Ægte Vare,,,,,<na>,en:denmark,<na>,,unknown,
Sports-cola,<NA>,Hancock,,,,,<na>,en:denmark,<na>,,unknown,
Cola,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Danske Pærer,<NA>,Clara Friis,,,,,<na>,en:denmark,<na>,,unknown,
Danske blåbær,<NA>,Coop,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Saumon sauvage baltique fumé,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Protein drink - vanilla,<NA>,Stay strong,,,,,<na>,en:denmark,<na>,,unknown,
Feta,<NA>,Salakis,,,,,<na>,en:denmark,<na>,,unknown,
Feta,<NA>,Salakis,,,,,<na>,en:denmark,<na>,,unknown,
Crunchy granola creamy skyr,<NA>,Stay strong,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:skyrs",en:skyrs,Skyrs,en:no-lactose,<na>,"en:denmark,en:finland",<na>,,b,
Skyr with vanilla,<NA>,Stay strong,"en:dairies,en:desserts,en:dairy-desserts",en:dairy-desserts,Dairy desserts,en:no-lactose,<na>,"en:denmark,en:finland",<na>,,unknown,
protein chocolate milk,<NA>,stay strong,"en:beverages,en:dairies,en:dairy-drinks",en:dairy-drinks,Dairy drinks,"en:source-of-proteins,en:fsc,en:fsc-mix,en:high-proteins,en:no-lactose",<na>,en:denmark,<na>,,unknown,
Skyr Drink,<NA>,Stay Strong Pear & Vanilla,,,,,<na>,en:denmark,<na>,,unknown,
Stay Strong Pro M. Hindbær og blåbær,<NA>,Stay Strong | Pro | Skyr,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:skyrs",en:skyrs,Skyrs,"en:no-added-sugar,en:no-lactose",<na>,en:denmark,<na>,,b,
Protein milk,<NA>,Stay strong,,,,,<na>,en:denmark,<na>,,unknown,
Protein Drik Strawberry,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Creamy skyr lemon cheesecake,<NA>,Stay strong pro,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",en:cheeses,Cheeses,,<na>,en:denmark,<na>,,d,
Stay Strong PRO Banoffee Pie Skyr,<NA>,Stay Strong,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:skyrs",en:skyrs,Skyrs,"en:no-added-sugar,en:no-lactose",<na>,en:denmark,<na>,,b,
Stay Strong,<NA>,Stay Strong,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:skyrs",en:skyrs,Skyrs,en:no-lactose,<na>,en:denmark,<na>,,b,
Chocolate Protein Pudding,<NA>,Stay Strong,"en:desserts,en:puddings",en:puddings,Puddings,,<na>,en:denmark,<na>,,unknown,
Vanilla Protein Pudding,<NA>,Stay Strong,"en:desserts,en:puddings",en:puddings,Puddings,,<na>,en:denmark,<na>,,unknown,
Protein Drink - Chocolate,<NA>,Stay Strong,"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:dairy-drinks",en:dairy-drinks,Dairy drinks,,<na>,en:denmark,<na>,,unknown,
Protein Drink With Collagen,<NA>,Stay Strong,,,,en:no-lactose,<na>,en:denmark,<na>,,unknown,
Creamy skyr raspberry & vanilla,<NA>,Stay strong,,,,,<na>,en:denmark,<na>,,unknown,
Stay strong creamy skyr blueberry vanilla,<NA>,Stay strong pro,,,,,<na>,en:denmark,<na>,,unknown,
Skyr Drik,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Skyrdrik Med Koldskål,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Jordbær Og Lime,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Creamy Skyr Vanilla,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Protein Koldskål,<NA>,Stay Strong,,,,,<na>,en:denmark,<na>,,unknown,
Alexos Akalmatoliven Med Sten,<NA>,Alexos,,,,,<na>,en:denmark,<na>,,unknown,
Grønne Olives,<NA>,Alexos,,,,,<na>,en:denmark,<na>,,unknown,
oliven,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Pitabrød,<NA>,Delpane,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:breads",en:breads,Breads,,<na>,en:denmark,<na>,,unknown,
Pain Grecque,<NA>,Delpane,,,,,<na>,en:denmark,<na>,,unknown,
Græsk fladbrød klassisk,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Olive oil,<NA>,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils",en:olive-oils,Olive oils,en:pgi,<na>,en:denmark,<na>,,e,
Ægte Græsk Yoghurt,<NA>,Alexos,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",en:yogurts,Yogurts,,<na>,en:denmark,<na>,,b,
Græsk Tzatziki,<NA>,Antos,"en:condiments,en:sauces,en:tzatzikis",en:tzatzikis,Tzatzikis,,<na>,en:denmark,<na>,,unknown,
Græsk yoghurt,<NA>,Athena,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts",en:plain-yogurts,Plain yogurts,,<na>,en:denmark,<na>,,b,
Skorpefri Samsø,<NA>,Klovborg,,,,,<na>,en:denmark,<na>,,unknown,
Økologisk Grønsagsjuice,<NA>,SVANE,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:vegetable-based-beverages,en:vegetable-juices,en:fruit-juices,en:refrigerated-vegetable-juices",en:refrigerated-vegetable-juices,Refrigerated vegetable juices,"en:organic,en:eu-organic",<na>,en:denmark,<na>,,d,
Fishsticks,<NA>,Nowaco,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Fiskemandens,"en:seafood,en:fishes-and-their-products,en:fishes,en:meats-and-their-products,en:meat-preparations,en:meat-balls",en:meat-balls,Meat balls,"en:sustainable,en:sustainable-fishery,en:keyhole,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Bådsmand,,,,,<na>,en:denmark,<na>,,unknown,
Fiske frikadeller,<NA>,Budget,,,,"en:sustainable,en:sustainable-fishery,en:keyhole,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Fiskemandens,,,,,<na>,en:denmark,<na>,,unknown,
Sennep Sild,<NA>,Lykkeberg,,,,,<na>,en:denmark,<na>,,unknown,
Karry Æble-Timian Sild,<NA>,Lykkeberg,"en:seafood,en:fishes-and-their-products,en:fishes,en:fatty-fishes,en:herring,en:pickled-herring",en:pickled-herring,Pickled herring,,<na>,en:denmark,<na>,,b,
Stemte sild,<NA>,Fiskemandens,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Lykkeberg,,,,,<na>,en:denmark,<na>,,unknown,
Dild sild,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Senneps Sild I Bidder,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Ørredrogn,<NA>,Salling,,,,,<na>,en:denmark,<na>,,unknown,
Karrysild,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Karrysild,<NA>,Bådsmand,,,,,<na>,en:denmark,<na>,,unknown,
Sennep sild,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Skagen,,,,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Lakse Frikadeller,<NA>,Skagen Fiskerestaurant,,,,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Karrysild,<NA>,Salling Princip,,,,,<na>,en:denmark,<na>,,unknown,
Princip julesild,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Fiske Frikadeller,<NA>,Skagen,,,,,<na>,en:denmark,<na>,,unknown,
Kryddersild,<NA>,Budget,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,Bådsmand,,,,,<na>,en:denmark,<na>,,unknown,
Marinerede Sild,<NA>,Fiskemandens,,,,,<na>,en:denmark,<na>,,unknown,
Laksefrikadeller,<NA>,Skagen Fiskerestaurant,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller Med Grøntsager,<NA>,Skagen,,,,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Mini Fiskefrikadeller,<NA>,Snacks,,,,,<na>,en:denmark,<na>,,unknown,
And bouillon,<NA>,,en:broths,en:broths,Broths,,<na>,en:denmark,<na>,,unknown,
Bouillon cow,<NA>,,,,,"en:organic,en:eu-organic,en:non-eu-agriculture,en:dk-øko-100,en:eu-agriculture,en:eu-non-eu-agriculture",<na>,en:denmark,<na>,,unknown,
Andefond koncentrat,<NA>,Oscar,,,,,<na>,en:denmark,<na>,,unknown,
Havrekiks,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Wholegrain Biscuits,<NA>,All In One,,,,,<na>,en:denmark,<na>,,unknown,
All One - Recharge,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
Wholegrains Biscuit Strength,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
Fuldkorn Digestive,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,"en:sustainable,en:sustainable-palm-oil",<na>,en:denmark,<na>,,c,
Havrekiks,<NA>,Karen Volfs,,,,,<na>,en:denmark,<na>,,unknown,
Havrekiks med Frugt,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Havrekiks,<NA>,Karen volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,d,
Kanelkiks,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
BANAN KAGE,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
All In One muesli bar,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
Vinder Kage,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
All In One Protein,<NA>,Nordic Nature,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,c,
Mørk Choko Marie,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Franske Vafler Med Citroncreme,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Sourpwr Snøfler,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
Snøfler,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
All In One Recharge Whole Grain Biscuit,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
Snøfler,<NA>,Studenterbrød,,,,,<na>,en:denmark,<na>,,unknown,
Digestive,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Biscuits digistive,<NA>,Bisca,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,c,
Havrekiks med Kakao,<NA>,Bisca,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,"en:organic,en:eu-organic,en:danish-state-controlled-organic,en:dk-øko-100",<na>,"en:denmark,en:russia",<na>,,b,
Pyrmider,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Müsli bar nuts & milk chocolate,<NA>,All in one,"en:snacks,en:sweet-snacks,en:bars,en:cereal-bars",en:cereal-bars,Cereal bars,,<na>,en:denmark,<na>,,unknown,
Karen Volf Muslibars Dark Chocolate 100g,<NA>,BAXT AS,"en:snacks,en:sweet-snacks,en:bars",en:bars,Bars,,<na>,en:denmark,<na>,,unknown,
Müsli bar biscuit & milk chocolate,<NA>,All in one,,,,,<na>,en:denmark,<na>,,unknown,
Karen Volf All in One Rotfrukter 165g,<NA>,BAXT AS,,,,,<na>,en:denmark,<na>,,unknown,
Kernekiks 4 Grain,<NA>,Bisca Møn,,,,,<na>,en:denmark,<na>,,unknown,
Franska våfflor,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Snøfler,<NA>,,,,,en:rainforest-alliance,<na>,en:denmark,<na>,,unknown,
Lagkagebunde,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Kransekager,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Kransekage,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:confectioneries,en:marzipan,en:almond-paste",en:almond-paste,Almond paste,"en:sustainable,en:sustainable-palm-oil,en:rainforest-alliance,en:roundtable-on-sustainable-palm-oil",<na>,en:denmark,<na>,,c,
Brownie Bites,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:brownies",en:brownies,Brownies,"en:sustainable,en:sustainable-palm-oil,en:rainforest-alliance,en:rainforest-alliance-cocoa,en:roundtable-on-sustainable-palm-oil",<na>,"en:denmark,en:france,en:sweden",<na>,,c,
Karenwolf,<NA>,Dromkaka,,,,,<na>,en:denmark,<na>,,unknown,
Økologiske Kammerjunker,<NA>,Karen Volf,,,,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark,<na>,,unknown,
Muslibar,<NA>,Karen Vold,,,,,<na>,en:denmark,<na>,,unknown,
Julesnøfler,<NA>,"Bisca A/S, Karen Wolf","en:snacks,en:sweet-snacks,en:confectioneries,en:biscuits-and-cakes,en:cakes",en:cakes,Cakes,"en:sustainable,en:sustainable-palm-oil,en:rainforest-alliance,en:rainforest-alliance-cocoa,en:roundtable-on-sustainable-palm-oil,en:palm-oil",<na>,en:denmark,<na>,,unknown,
Originale Chokoflager,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Karen Volf Orange Flakes,<NA>,Bisca,,,,,<na>,en:denmark,<na>,,unknown,
Havre Flager,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Franske Vafler,<NA>,Karen Wolf,,,,,<na>,en:denmark,<na>,,unknown,
Originale Choko Flager,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,c,
Originale Vanilje Skaller,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
All in one,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Vaniljekranse,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,"en:sustainable,en:sustainable-palm-oil,en:roundtable-on-sustainable-palm-oil",<na>,en:denmark,<na>,,b,
Jødekager,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Citron bites,<NA>,Karen Wolf,,,,,<na>,en:denmark,<na>,,unknown,
Påske Banankage,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Kokos Bites,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
🍓 Franske vafler,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Kammer Junkere,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,d,
Pebernødder,<NA>,Bakkegården,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",en:pastries,Pastries,,<na>,en:denmark,<na>,,unknown,
All in One (Rug Crackers),<NA>,Karen Volf,"en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",en:crackers-appetizers,Crackers(Appetizers),,<na>,en:denmark,<na>,,a,
Kammerjunker,<NA>,Karen Voff,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,c,
Kammer junkere  30% mindre fedt,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Kammerjunker,<NA>,Karen  Volf,,,,,<na>,en:denmark,<na>,,unknown,
Citron Kammer Junker,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Kammer Junkere,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Mini Kammerjunkere,<NA>,Karen Wolf,,,,,<na>,en:denmark,<na>,,unknown,
Æble-Skiver,<NA>,Koren Volf,,,,,<na>,en:denmark,<na>,,unknown,
Kammerjunkere,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Brunkager,<NA>,Bakkegården,,,,,<na>,en:denmark,<na>,,unknown,
Digestive fuldkorn,<NA>,Karen Volf,,,,,<na>,en:denmark,<na>,,unknown,
Classic Fuldkornskiks,<NA>,Karen Volf,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,c,
Engros Flødeboller,<NA>,Spangsberg,,,,,<na>,en:denmark,<na>,,unknown,
Flødebolle,<NA>,Spangsberg,,,,,<na>,en:denmark,<na>,,unknown,
Flødeboller,<NA>,Spangsberg,,,,,<na>,en:denmark,<na>,,unknown,
Aften Stunder,<NA>,Spangsberg Chokolade,,,,,<na>,en:denmark,<na>,,unknown,
